model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2019,23698,0,5003,0,145,70.6,2
 Focus,2019,20398,0,6233,0,145,74.3,1.5
 Fiesta,2016,9698,0,19884,2,0,65.7,1
 Kuga,2018,17998,0,13734,2,145,39.2,1.5
 Fiesta,2019,13698,0,12232,2,145,58.9,1
 Focus,2016,9998,0,21243,2,20,60.1,1
 Fiesta,2016,7298,0,31107,2,125,54.3,1.2
 Focus,2013,5698,0,64292,0,20,67.3,1.6
 Kuga,2014,8998,0,68055,0,150,53.3,2
 Fiesta,2018,12998,0,23200,2,150,65.7,1
 Mondeo,2016,12498,0,25800,0,30,64.2,2
 Tourneo Custom,2019,20990,0,5100,0,145,31.7,2
 Tourneo Custom,2019,29999,0,100,0,145,30.1,2
 EcoSport,2019,15489,0,5636,0,145,68.9,1.5
 Focus,2019,15998,0,4500,0,145,80.7,1.5
 Grand Tourneo Connect,2019,19999,0,3500,0,145,61.4,1.5
 Focus,2016,8489,0,61379,0,0,74.3,1.5
 Fiesta,2018,9490,0,3012,2,145,55.4,1.1
 Focus,2017,12490,0,11292,2,125,51.4,1.5
 Ka+,2017,6490,0,19285,2,150,57.7,1.2
 Focus,2016,14790,0,33352,2,205,41.5,2
 Focus,2017,12498,0,17998,0,0,74.3,1.5
 Focus,2018,18998,0,11578,0,150,67.3,2
 Focus,2015,9598,0,29577,0,20,67.3,1.6
 Focus,2017,10498,0,27704,0,145,74.3,1.5
 Fiesta,2015,7998,0,19001,2,125,54.3,1.2
 Grand C-MAX,2016,9998,0,39460,0,30,64.2,1.5
 Focus,2019,16250,0,13325,0,145,74.3,1.5
 Focus,2019,18450,2,14464,0,145,54.3,1.5
 Focus,2018,9950,0,19223,2,145,61.4,1
 Ka+,2019,9950,0,906,2,145,43.5,1.2
 Ka+,2019,9950,0,2520,2,145,43.5,1.2
 Ka+,2019,9950,0,1196,2,145,43.5,1.2
 Fiesta,2015,8498,0,19429,2,0,65.7,1
 B-MAX,2014,5998,0,69078,2,30,57.7,1
 EcoSport,2017,9998,0,37560,2,145,53.3,1
 Focus,2016,9998,0,3155,2,20,61.4,1
 Focus,2019,16998,0,14206,2,150,60.1,1
 Focus,2017,16998,2,30393,0,145,61.4,2
 Kuga,2014,11198,0,41711,0,145,53.3,2
 Focus,2019,14498,0,14316,0,150,80.7,1.5
 Fiesta,2016,7998,0,21456,2,125,54.3,1.2
 Fiesta,2016,9998,0,20682,2,0,65.7,1
 Focus,2019,17998,0,12027,0,145,74.3,1.5
 B-MAX,2014,6498,0,36727,0,20,70.6,1.6
 Kuga,2019,19998,2,8757,2,145,28.8,1.5
 EcoSport,2016,8698,0,28670,0,30,64.2,1.5
 Fiesta,2017,10698,0,21041,0,0,78.5,1.5
 EcoSport,2018,13698,0,4223,2,145,54.3,1
 Fiesta,2019,13498,0,9007,2,145,58.9,1
 Fiesta,2016,8498,0,11457,2,125,54.3,1.2
 Fiesta,2014,6298,0,39944,2,30,54.3,1.2
 Fiesta,2019,11698,0,3578,2,150,48.7,1.1
 Kuga,2017,13998,0,21167,0,150,54.3,2
 Fiesta,2016,8498,1,31976,2,145,47.9,1.6
 Focus,2018,13998,0,10149,2,145,57.7,1
 S-MAX,2016,14498,0,50364,0,125,56.5,2
 Fiesta,2018,11950,0,16678,2,145,58.9,1
 Fiesta,2019,11395,0,1394,2,145,55.4,1.1
 Grand Tourneo Connect,2018,15990,2,9486,0,145,56.6,1.5
 Fiesta,2018,10990,0,28138,2,145,56.5,1
 Kuga,2019,18489,0,10351,0,145,54.3,1.5
 EcoSport,2017,9489,0,29500,2,145,52.3,1
 Fiesta,2017,9795,0,4162,0,0,78.5,1.5
 Kuga,2017,15995,0,23237,0,125,60.1,2
 Kuga,2019,18495,0,7959,0,145,38.2,2
 Focus,2018,11995,0,10553,0,145,74.3,1.5
 Fiesta,2018,9998,0,23112,2,145,65.7,1
 Fiesta,2019,14998,0,7953,2,145,60.1,1
 Fiesta,2015,8000,0,14422,2,125,54.3,1.2
 Focus,2017,18498,1,21183,0,145,61.4,2
 Fiesta,2016,7998,0,21446,2,125,54.3,1.2
 Fiesta,2019,12498,0,7941,2,145,58.9,1
 Focus,2016,8498,0,45256,2,20,60.1,1
 Fiesta,2013,5298,0,54545,2,0,65.7,1
 Focus,2017,9998,0,28761,2,20,60.1,1
 C-MAX,2014,7498,0,31343,2,30,55.4,1
 Kuga,2017,15998,0,24896,0,125,60.1,2
 Focus,2017,16998,0,45854,2,150,41.5,2
 Fiesta,2017,8698,0,18775,2,125,54.3,1.2
 Focus,2019,15998,0,10386,2,145,49.6,1
 Fiesta,2017,8998,0,20507,2,125,54.3,1.2
 Focus,2017,9998,1,32384,2,125,51.4,1
 Fiesta,2019,10698,0,10786,2,145,55.4,1.1
 Kuga,2020,20450,0,1196,0,150,38.2,2
 C-MAX,2017,11495,0,39254,0,150,68.9,1.5
 C-MAX,2017,9750,0,30157,0,20,68.9,1.5
 Kuga,2019,18495,0,11859,0,145,54.3,1.5
 Grand C-MAX,2019,14950,0,9693,0,145,57.7,1.5
 Kuga,2018,17295,0,11723,0,145,64.2,1.5
 Focus,2019,16250,0,11027,0,145,74.3,1.5
 KA,2015,4998,0,28322,2,30,57.7,1.2
 Fiesta,2017,8698,0,23833,2,0,65.7,1
 Fiesta,2017,11298,0,13775,2,145,65.7,1
 Focus,2017,10898,0,14050,2,145,60.1,1
 Kuga,2014,11698,0,34088,0,160,47.9,2
 B-MAX,2014,5998,0,52565,2,30,55.4,1
 Fiesta,2017,9998,1,16517,2,145,47.9,1.6
 Tourneo Connect,2019,19998,0,4605,0,145,61.4,1.5
 Focus,2019,14998,0,12078,2,145,58.9,1
 Grand C-MAX,2014,6998,0,45460,0,125,60.1,1.6
 EcoSport,2016,10498,1,24963,2,160,44.8,1.5
 Focus,2015,12298,0,51103,2,240,39.2,2
 Kuga,2015,9498,0,63863,0,145,54.3,2
 Kuga,2016,11990,1,55145,0,145,52.3,2
 Fiesta,2017,7490,0,28842,2,0,65.7,1
 Fiesta,2019,13698,0,11060,2,145,58.9,1
 Focus,2017,10498,0,39539,2,20,60.1,1
 EcoSport,2017,10798,1,3652,2,165,44.8,1.5
 Kuga,2017,15998,0,29667,0,125,60.1,2
 Focus,2016,8998,0,49080,0,0,74.3,1.5
 Kuga,2015,9298,0,61787,0,125,60.1,2
 Grand C-MAX,2017,10698,0,29886,0,30,64.2,1.5
 Kuga,2017,17498,1,31098,0,150,54.3,2
 Kuga,2017,13998,0,15860,0,150,54.3,2
 Fiesta,2019,14998,0,8263,2,145,60.1,1
 Fiesta,2015,8298,0,13118,2,0,65.7,1
 Fiesta,2016,9698,0,19256,2,0,65.7,1
 Fiesta,2017,7798,0,11085,2,125,54.3,1.2
 Focus,2018,13498,0,10150,2,145,58.9,1
 Focus,2016,9690,0,46176,0,0,74.3,1.5
 Focus,2017,16498,0,18506,0,20,67.3,2
 Fiesta,2017,11495,0,11476,2,145,65.7,1
 EcoSport,2015,8000,0,29681,2,160,44.8,1.5
 Mondeo,2015,11400,1,51581,0,125,57.7,2
 Fiesta,2017,8250,0,32994,2,145,64.2,1.1
 Fiesta,2019,10998,0,12320,2,145,58.9,1
 EcoSport,2018,12998,0,3956,2,145,53.3,1
 Fiesta,2014,6698,0,39002,2,0,65.7,1
 Kuga,2018,15998,0,10087,0,145,64.2,1.5
 Fiesta,2014,6498,0,21284,2,30,54.3,1.2
 Focus,2017,12998,0,17307,0,145,74.3,1.5
 Focus,2017,18998,0,10222,2,145,41.5,2
 Fiesta,2015,8498,0,10801,2,125,54.3,1.2
 Fiesta,2015,6998,0,42477,2,30,54.3,1.2
 Kuga,2013,9498,1,64718,0,205,45.6,2
 Fiesta,2019,11698,0,3484,2,150,48.7,1.1
 Focus,2019,19300,0,2958,0,145,70.6,2
 Focus,2017,16890,0,23365,2,145,41.5,2
 Focus,2016,9420,0,34214,0,0,74.3,1.5
 Focus,2019,15390,0,5341,2,145,60.1,1
 Focus,2019,15370,0,6736,2,145,60.1,1
 Focus,2015,9230,0,27412,0,0,74.3,1.5
 Ka+,2017,6990,0,11203,2,145,57.7,1.2
 Focus,2017,15591,0,45400,0,20,67.3,2
 EcoSport,2018,12891,0,16156,2,145,54.3,1
 Fiesta,2017,10447,2,8337,2,145,54.3,1
 Kuga,2014,8998,0,71854,0,145,53.3,2
 B-MAX,2013,5998,0,37058,2,30,55.4,1
 Focus,2017,11998,0,28497,0,145,74.3,1.5
 KA,2014,4298,0,30658,2,30,57.7,1.2
 Focus,2015,7498,0,36462,2,20,60.1,1
 Fiesta,2013,7998,1,22125,2,150,47.9,1.6
 Focus,2016,9498,0,18154,2,20,60.1,1
 Kuga,2017,19498,1,23270,0,145,54.3,2
 Kuga,2015,13698,0,34332,0,145,54.3,2
 Kuga,2015,11498,1,44123,0,145,52.3,2
 Edge,2017,20498,0,29326,0,200,47.9,2
 Kuga,2018,16998,0,13737,0,145,64.2,1.5
 Focus,2015,8998,0,32492,0,0,74.3,1.5
 Focus,2018,18998,0,16312,0,145,67.3,2
 Fiesta,2019,13898,0,14698,2,145,58.9,1
 Fiesta,2019,13498,0,20388,2,145,58.9,1
 Fiesta,2017,11998,0,8966,2,145,65.7,1
 Focus,2015,8298,0,56282,0,20,67.3,1.6
 Grand C-MAX,2017,11698,0,12124,0,30,64.2,1.5
 Fiesta,2019,14998,0,8389,2,145,60.1,1
 Focus,2019,17498,2,11022,2,145,51.4,1
 Focus,2019,17498,0,7359,0,145,74.3,1.5
 Focus,2019,16998,0,8657,0,145,74.3,1.5
 C-MAX,2017,10498,0,19534,0,20,68.9,1.5
 Fiesta,2018,15698,2,921,2,145,49.6,1
 Fiesta,2015,6998,0,48938,0,0,78.5,1.5
 Kuga,2017,15498,0,7431,0,125,60.1,2
 Focus,2015,8498,0,31974,2,20,61.4,1
 EcoSport,2015,7998,0,17786,2,160,44.8,1.5
 Fiesta,2014,4698,0,52627,2,30,54.3,1.2
 Fiesta,2019,11998,0,10970,2,145,58.9,1
 Kuga,2013,10998,0,32347,0,200,47.9,2
 Focus,2016,8998,0,51324,0,0,74.3,1.5
 Fiesta,2017,9298,0,6213,2,125,54.3,1.2
 C-MAX,2016,10998,0,27639,2,30,55.4,1
 Fiesta,2013,5298,0,64628,2,30,54.3,1.2
 Focus,2016,14498,0,16501,0,20,67.3,2
 Fiesta,2015,6798,0,37313,2,0,65.7,1
 Fiesta,2014,6998,0,33154,2,30,54.3,1.2
 B-MAX,2017,9798,0,13163,2,145,55.4,1
 EcoSport,2017,9798,0,17593,2,125,52.3,1
 Focus,2015,9698,0,13391,2,20,61.4,1
 C-MAX,2017,9498,0,31877,0,20,68.9,1.5
 Fiesta,2019,11798,0,13783,2,145,58.9,1
 Fiesta,2019,11698,0,18115,2,145,58.9,1
 C-MAX,2017,9998,0,34980,2,30,55.4,1
 Focus,2015,9698,0,30149,0,0,74.3,1.5
 Focus,2017,12698,0,9484,0,0,74.3,1.5
 C-MAX,2017,10498,0,18250,0,20,68.9,1.5
 Fiesta,2014,7798,0,15412,2,0,65.7,1
 Focus,2019,19798,2,4797,0,145,64.2,2
 Focus,2019,19998,2,2451,0,145,64.2,2
 Kuga,2017,16498,1,23224,0,145,58.9,1.5
 Focus,2019,19998,2,6879,0,145,51.4,2
 Kuga,2014,9298,0,45543,0,145,53.3,2
 Focus,2019,18298,2,2840,0,145,74.3,1.5
 Fiesta,2018,10998,0,10970,2,145,58.9,1
 Grand C-MAX,2017,13498,0,8913,2,145,54.3,1
 Focus,2017,12698,1,14876,2,125,51.4,1
 Fiesta,2019,14998,0,3002,2,145,60.1,1
 Focus,2018,20998,0,5757,2,145,41.5,2
 Fiesta,2016,8998,0,12163,2,125,54.3,1.2
 Fiesta,2019,14998,0,5721,2,145,60.1,1
 Focus,2016,9998,0,27193,0,0,74.3,1.5
 Kuga,2018,15998,0,11460,0,145,54.3,1.5
 Mondeo,2016,11298,1,66732,0,125,57.7,2
 Focus,2017,15998,0,16290,0,20,67.3,2
 Focus,2016,14498,0,32263,2,200,41.5,2
 Fiesta,2018,10998,0,16353,2,145,65.7,1
 Focus,2019,18998,2,11738,0,145,64.2,2
 Fiesta,2015,7498,0,23764,2,125,54.3,1.2
 Focus,2016,12998,0,41484,0,20,67.3,2
 Fiesta,2017,10798,0,20241,2,145,65.7,1
 KA,2013,4198,0,45880,2,30,57.7,1.2
 Focus,2019,16998,0,6092,2,145,49.6,1
 Focus,2017,18998,0,11913,2,145,41.5,2
 Focus,2018,19498,0,19382,2,145,41.5,2
 Fiesta,2017,11698,0,10500,2,0,65.7,1
 Focus,2015,9498,0,24717,2,20,60.1,1
 Fiesta,2019,11498,0,6158,2,150,48.7,1.1
 Fiesta,2017,10998,0,2360,2,150,65.7,1
 Focus,2019,16998,0,19322,2,150,60.1,1
 Kuga,2016,16998,0,18480,0,150,54.3,2
 Kuga,2014,9298,0,52681,0,145,53.3,2
 Fiesta,2014,6998,0,29095,2,30,54.3,1.2
 Focus,2016,12698,0,7906,0,0,74.3,1.5
 Focus,2015,9498,0,22420,0,0,74.3,1.5
 Focus,2015,9798,0,18733,0,0,74.3,1.5
 Fiesta,2017,11298,0,23358,2,20,62.8,1
 EcoSport,2016,8998,0,34769,2,125,53.3,1
 Kuga,2017,12998,0,16300,2,160,45.6,1.5
 Focus,2016,16798,0,15646,0,20,67.3,2
 C-MAX,2016,9998,0,17330,0,20,68.9,1.5
 Fiesta,2016,8198,0,23771,2,0,65.7,1
 Fiesta,2017,10698,0,6991,2,145,65.7,1
 Focus,2017,10698,0,11469,2,20,61.4,1
 Fiesta,2013,4998,0,54323,2,30,54.3,1.2
 Mustang,2018,29998,0,20847,2,145,20.9,5
 Focus,2014,5998,0,62855,0,20,67.3,1.6
 Focus,2019,16498,0,2936,2,145,60.1,1
 Fiesta,2016,7498,0,41271,0,0,88.3,1.5
 Focus,2017,10498,0,24741,2,20,60.1,1
 Grand Tourneo Connect,2018,16298,2,10703,0,145,56.6,1.5
 Kuga,2017,13298,0,11563,0,30,64.2,1.5
 Grand C-MAX,2017,10498,0,29684,0,30,64.2,1.5
 Fiesta,2016,7298,0,20809,2,125,54.3,1.2
 Fiesta,2018,11998,0,10320,2,145,56.5,1
 Focus,2018,15498,0,14579,2,145,60.1,1
 Ka+,2017,7798,0,12392,2,145,57.7,1.2
 Fiesta,2018,10698,0,7541,2,145,55.4,1.1
 Grand C-MAX,2017,11498,0,6368,0,30,64.2,1.5
 Fiesta,2019,14698,0,10032,2,145,58.9,1
 Fiesta,2019,14698,0,8438,2,145,58.9,1
 Focus,2018,11498,0,27277,0,145,74.3,1.5
 Fiesta,2016,8998,0,19882,2,0,65.7,1
 Fiesta,2019,13998,0,6432,2,145,58.9,1
 Focus,2015,7498,0,55312,0,20,67.3,1.6
 Fiesta,2013,5998,0,51348,2,0,65.7,1
 Mondeo,2016,11998,0,29964,0,30,65.7,2
 Kuga,2019,19498,0,9420,2,145,39.2,1.5
 EcoSport,2017,9591,0,21236,2,145,52.3,1
 Fiesta,2019,15450,0,5731,2,145,60.1,1
 Focus,2016,7991,0,53922,2,20,60.1,1
 Fiesta,2014,6150,0,31064,2,30,54.3,1.2
 Ka+,2018,7542,0,9880,2,145,57.7,1.2
 Fiesta,2015,7324,0,27128,2,0,65.7,1
 Mondeo,2016,11498,1,59601,0,125,57.7,2
 Fiesta,2016,8998,0,11813,0,0,78.5,1.5
 EcoSport,2016,8998,0,30557,2,125,53.3,1
 Focus,2018,11498,0,25464,2,145,60.1,1
 Focus,2019,16498,0,13699,0,145,74.3,1.5
 Focus,2019,14798,0,12558,2,145,58.9,1
 Fiesta,2019,13798,0,9847,2,145,58.9,1
 Focus,2017,10998,0,14653,0,0,74.3,1.5
 Focus,2017,11298,0,2666,2,20,61.4,1
 Focus,2019,15998,2,9694,0,145,64.2,2
 Fiesta,2019,14998,0,7995,2,145,60.1,1
 EcoSport,2016,7498,0,48010,0,30,64.2,1.5
 B-MAX,2013,6498,1,33155,2,160,44.1,1.6
 Fiesta,2016,6998,0,49010,0,0,78.5,1.5
 Focus,2017,11798,0,15417,0,0,74.3,1.5
 Fiesta,2018,12998,1,9917,2,145,54.3,1
 Fiesta,2018,10998,0,16658,2,145,65.7,1
 Focus,2017,10498,0,28732,2,145,61.4,1
 Focus,2018,13498,1,12619,2,145,51.4,1
 Fiesta,2018,12998,0,17096,2,145,58.9,1
 Fiesta,2019,10298,0,23309,2,145,55.4,1.1
 Fiesta,2019,12698,0,7942,2,145,56.5,1
 Kuga,2017,16498,1,24956,0,145,54.3,2
 Fiesta,2013,6998,0,15268,2,30,54.3,1.2
 Fiesta,2019,11698,0,14337,2,145,58.9,1
 Fiesta,2019,13998,0,17218,2,145,58.9,1
 Focus,2017,16798,0,18215,2,145,41.5,2
 Fiesta,2019,11998,0,9501,2,145,58.9,1
 Fiesta,2019,13498,0,10248,2,145,58.9,1
 Grand C-MAX,2015,8498,0,47182,0,30,64.2,1.5
 Fiesta,2017,10998,0,19690,2,150,65.7,1
 Focus,2017,11998,0,8308,0,0,74.3,1.5
 Focus,2017,12698,0,13588,0,0,74.3,1.5
 Focus,2019,18998,2,2411,2,150,42.8,1
 Fiesta,2015,6798,0,30299,2,125,54.3,1.2
 Kuga,2015,9698,0,37203,0,125,60.1,2
 Focus,2019,17498,0,11184,2,145,60.1,1
 Fiesta,2013,5998,0,50052,2,30,54.3,1.2
 Fiesta,2017,8498,0,6721,2,125,54.3,1.2
 Focus,2018,20498,0,10249,2,145,41.5,2
 Focus,2016,9598,0,20340,0,0,74.3,1.5
 Fiesta,2019,13898,0,7845,2,145,58.9,1
 Focus,2014,8298,0,32541,0,20,67.3,1.6
 Focus,2016,10298,0,34211,2,20,60.1,1
 Focus,2018,13998,0,9328,2,145,58.9,1
 Kuga,2016,11798,1,15075,0,150,52.3,2
 Fiesta,2017,10598,0,11544,2,145,65.7,1
 Focus,2017,11998,0,10474,0,0,74.3,1.5
 Focus,2019,25498,0,4813,2,145,34.5,2.3
 Fiesta,2019,11998,0,14358,2,145,58.9,1
 Fiesta,2019,13998,0,7512,2,145,58.9,1
 Focus,2017,17298,0,16346,2,145,41.5,2
 Fiesta,2015,7498,0,34362,2,125,54.3,1.2
 Fiesta,2019,11798,0,12286,2,145,58.9,1
 Fiesta,2019,11798,0,14068,2,145,58.9,1
 Fiesta,2018,10698,0,14523,2,145,65.7,1
 Focus,2013,6298,0,37966,2,30,56.5,1
 Focus,2015,6998,0,76588,0,0,74.3,1.5
 Fiesta,2016,7698,0,40480,2,0,65.7,1
 Fiesta,2017,10698,0,23494,2,150,62.8,1
 Fiesta,2018,9998,0,8608,2,145,55.4,1.1
 S-MAX,2017,16498,0,33758,0,125,56.5,2
 Kuga,2017,15500,0,30878,0,145,60.1,2
 EcoSport,2015,7900,0,26000,2,160,44.8,1.5
 Fiesta,2018,10998,0,22410,2,145,56.5,1
 Fiesta,2015,7498,0,25506,2,0,65.7,1
 Fiesta,2017,10498,0,22788,2,145,65.7,1
 Fiesta,2018,10998,0,21955,2,145,56.5,1
 Fiesta,2019,14998,0,8783,2,145,55.4,1
 Fiesta,2014,5998,0,43539,2,30,54.3,1.2
 Focus,2016,10420,0,18913,2,20,60.1,1
 Focus,2017,17630,0,25526,2,145,41.5,2
 Fiesta,2013,6698,0,27783,0,0,76.4,1.5
 Kuga,2017,16998,0,19170,0,145,60.1,2
 Fiesta,2014,6495,0,54249,2,30,54.3,1.2
 Kuga,2019,18995,1,4274,0,145,37.2,2
 Kuga,2015,9498,0,65151,0,145,54.3,2
 C-MAX,2013,6498,0,45536,0,30,62.8,1.6
 Focus,2017,11998,1,18978,0,0,74.3,1.5
 Fiesta,2019,11498,0,14132,2,145,58.9,1
 Kuga,2014,9498,0,59114,0,200,47.9,2
 Ka+,2017,6999,0,11504,2,145,57.7,1.2
 Fiesta,2016,6950,0,27098,2,125,54.3,1.2
 EcoSport,2016,7995,0,31146,0,30,64.2,1.5
 Fiesta,2017,7695,0,12868,2,125,54.3,1.2
 EcoSport,2018,11795,0,32356,0,145,64.2,1.5
 Fiesta,2014,5698,0,52395,2,30,54.3,1.2
 Fiesta,2014,6698,0,45067,2,0,65.7,1
 Fiesta,2016,7998,0,21715,2,125,54.3,1.2
 Ka+,2017,7998,0,5668,2,145,57.7,1.2
 Kuga,2017,15998,1,26663,0,145,54.3,2
 Focus,2017,9498,0,35850,2,20,61.4,1
 Fiesta,2015,6498,0,39167,2,0,65.7,1
 Kuga,2015,8998,0,61270,0,145,54.3,2
 C-MAX,2015,7798,0,35901,2,160,44.1,1.6
 Mondeo,2016,10698,0,64351,0,30,62.8,2
 Fiesta,2017,8498,0,21302,2,125,54.3,1.2
 Kuga,2013,9798,0,39432,0,145,53.3,2
 Fiesta,2015,6498,0,46857,2,125,54.3,1.2
 Ka+,2017,7998,0,6276,2,145,57.7,1.2
 Kuga,2013,8798,0,50216,0,145,53.3,2
 Focus,2017,15798,0,27532,0,145,67.3,2
 Fiesta,2018,9698,0,11783,2,150,64.2,1.1
 Focus,2018,14000,0,12090,2,145,58.9,1
 EcoSport,2018,13998,0,18980,2,145,52.3,1
 Fiesta,2018,11250,0,15634,2,145,60.1,1
 Fiesta,2015,8326,0,25604,2,0,65.7,1
 Fiesta,2014,6672,0,29123,2,30,54.3,1.2
 Ka+,2017,7800,0,3194,2,150,57.7,1.2
 Focus,2016,9000,0,19130,2,20,61.4,1
 Focus,2018,12993,0,19135,2,145,57.7,1
 EcoSport,2017,8742,0,38275,2,125,52.3,1
 Focus,2013,6477,0,41250,2,30,56.5,1
 Kuga,2019,20998,0,100,2,150,35.3,1.5
 Fiesta,2016,10298,0,18016,2,0,65.7,1
 Fiesta,2017,8498,0,14110,2,150,54.3,1.2
 Kuga,2015,9000,0,52180,0,125,60.1,2
 Kuga,2019,18300,0,12587,2,145,35.3,1.5
 Kuga,2019,18700,0,7536,0,145,54.3,1.5
 Fiesta,2017,7800,0,29543,2,125,54.3,1.2
 Ka+,2018,8150,0,9763,2,145,57.7,1.2
 Fiesta,2018,12700,0,17299,2,145,61.4,1
 Fiesta,2017,9300,0,11474,2,145,64.2,1.1
 Ka+,2017,7100,0,17750,2,145,57.7,1.2
 Focus,2017,9798,0,39763,0,0,74.3,1.5
 EcoSport,2017,9498,0,15750,2,145,44.8,1.5
 Fiesta,2017,8998,0,13684,2,125,54.3,1.2
 Focus,2016,10798,0,22904,0,0,74.3,1.5
 Grand C-MAX,2017,10498,0,35853,0,30,64.2,1.5
 Fiesta,2016,8998,0,36488,2,20,62.8,1
 Mondeo,2016,9998,1,65249,0,125,57.7,2
 Kuga,2019,17870,0,6618,0,145,45.6,1.5
 Focus,2019,16640,0,7864,2,145,60.1,1
 Puma,2020,20991,0,910,2,145,50.4,1
 Fiesta,2018,9491,0,19272,2,145,64.2,1.1
 Focus,2018,10700,0,28313,2,145,60.1,1
 B-MAX,2018,10550,0,4723,2,145,55.4,1
 Focus,2018,11000,0,11817,2,145,60.1,1
 Focus,2019,18391,2,12821,2,145,50.4,1
 Fiesta,2017,9157,0,14330,2,0,65.7,1
 Focus,2017,10930,0,6471,2,20,61.4,1
 Fiesta,2017,8000,0,20901,2,145,54.3,1.2
 Fiesta,2018,10950,0,14415,2,145,65.7,1
 Fiesta,2013,5200,0,50501,2,0,65.7,1
 Focus,2018,13400,0,8271,2,145,60.1,1
 Ka+,2018,8000,0,6334,2,145,57.7,1.2
 Fiesta,2017,9350,0,10228,2,145,64.2,1.1
 Fiesta,2017,8500,0,17812,2,145,54.3,1.2
 Focus,2016,11500,0,72085,0,20,67.3,2
 Fiesta,2018,9650,0,29163,2,145,65.7,1
 Kuga,2017,16750,0,32879,0,145,54.3,2
 Focus,2019,16998,0,15888,2,145,60.1,1
 Fiesta,2016,7498,0,33631,2,125,54.3,1.2
 Fiesta,2018,10498,0,7654,2,150,55.4,1.1
 EcoSport,2016,9698,0,21169,2,125,53.3,1
 Kuga,2015,13998,0,28126,0,145,54.3,2
 Fiesta,2017,10498,0,22125,2,0,65.7,1
 Focus,2016,8798,0,47577,0,0,74.3,1.5
 Focus,2017,11698,0,17750,0,0,74.3,1.5
 Focus,2018,12998,0,15448,2,145,57.7,1
 Focus,2019,13998,0,16879,2,150,58.9,1
 Fiesta,2018,12500,0,33095,2,145,65.7,1
 Focus,2017,11700,0,18524,2,20,60.1,1
 Fiesta,2018,12500,0,33268,2,145,65.7,1
 Fiesta,2018,9500,0,21857,2,145,64.2,1.1
 Fiesta,2018,10000,0,21763,2,145,65.7,1
 Focus,2017,11450,0,23319,2,145,60.1,1
 Ka+,2017,7500,0,10282,2,30,57.7,1.2
 Focus,2017,11450,0,24521,2,20,60.1,1
 Fiesta,2020,18000,0,5,2,145,55.4,1
 Ka+,2017,7700,0,7062,2,145,57.7,1.2
 Focus,2018,11800,0,17312,2,145,60.1,1
 Fiesta,2015,7850,0,19810,2,30,54.3,1.2
 Kuga,2019,18750,0,6157,0,145,54.3,1.5
 Fiesta,2017,9750,0,9576,2,145,64.2,1.1
 EcoSport,2018,12500,0,9963,2,145,54.3,1
 Fiesta,2018,11500,0,16093,2,145,65.7,1
 Focus,2017,10800,0,36050,2,145,60.1,1
 Kuga,2016,11998,0,28989,0,30,64.2,1.5
 Kuga,2019,17750,0,10785,2,145,34.4,1.5
 Kuga,2019,17500,0,14154,0,145,38.2,2
 EcoSport,2018,13750,0,16025,2,145,54.3,1
 Focus,2017,10400,0,13275,2,145,60.1,1
 Kuga,2017,15995,0,22894,0,145,64.2,1.5
 Kuga,2014,9650,0,63348,0,145,53.3,2
 Fiesta,2016,8600,0,32408,2,0,65.7,1
 Focus,2016,13500,0,36638,0,20,67.3,2
 Focus,2018,11500,0,10051,2,145,60.1,1
 Focus,2018,11650,0,7680,2,145,60.1,1
 Ka+,2017,7750,0,22499,2,145,57.7,1.2
 Fiesta,2017,9000,0,15378,2,0,65.7,1
 Fiesta,2017,11298,0,11806,2,0,65.7,1
 Focus,2014,5698,0,70745,2,20,60.1,1
 Fiesta,2014,5298,0,69323,0,0,76.4,1.5
 Fiesta,2013,6498,1,40491,2,150,47.9,1.6
 Kuga,2017,13500,0,9374,0,145,64.2,1.5
 Fiesta,2018,11500,0,23239,2,145,65.7,1
 Ka+,2019,10000,0,3914,2,145,47.9,1.2
 Focus,2018,12598,0,22162,2,150,57.7,1
 Focus,2015,9498,0,29901,0,0,74.3,1.5
 Focus,2019,16498,0,14645,2,150,60.1,1
 Fiesta,2018,10998,0,25642,2,145,65.7,1
 Fiesta,2017,9498,0,8552,2,125,54.3,1.2
 Focus,2016,10498,0,17685,0,0,74.3,1.5
 Kuga,2017,12998,0,6318,2,160,45.6,1.5
 Focus,2019,16498,2,5955,2,145,51.4,1
 Focus,2019,18498,2,6096,0,145,64.2,2
 Focus,2017,10498,0,26029,0,0,74.3,1.5
 EcoSport,2017,8500,0,27400,2,150,53.3,1
 Fiesta,2017,11500,0,12061,0,145,78.5,1.5
 Fiesta,2018,11450,0,15220,2,145,65.7,1
 EcoSport,2018,12850,0,19225,2,145,54.3,1
 Focus,2019,25500,0,3011,2,145,34.5,2.3
 Focus,2019,25500,0,6338,2,145,34.5,2.3
 Focus,2016,9000,0,36565,0,0,74.3,1.5
 Kuga,2015,12000,0,28676,0,125,60.1,2
 Focus,2016,10250,0,23256,2,125,51.4,1.5
 Fiesta,2017,9000,0,19869,0,145,78.5,1.5
 Focus,2017,9998,0,28761,0,0,74.3,1.5
 Kuga,2017,12198,0,25966,0,30,64.2,1.5
 Kuga,2015,12298,0,33749,0,125,60.1,2
 B-MAX,2014,6498,0,34744,2,30,55.4,1
 Focus,2017,14000,0,43000,2,150,41.5,2
